situation,relationship,personA,personB,state,logit_schrecklich,prob_schrecklich,logprob_schrecklich,logit_gut,prob_gut,logprob_gut,logit_großartig,prob_großartig,logprob_großartig,logit_schlecht,prob_schlecht,logprob_schlecht,logit_okay,prob_okay,logprob_okay,pred_top1
Gitarre,enge Freundin,Katharina,Luisa,1,-3.561748963966034,0.028565561595264712,-3.5555534232404296,-7.361285627121231,0.0006393298178361028,-7.355089933482567,-6.71498718875669,0.0012201375855778324,-6.708791569573838,-0.03773840256459373,0.9689494212174342,-0.03154286523650392,-7.383075177902481,0.0006255497838870687,-7.376879480818229,schlecht
Gitarre,enge Freundin,Miriam,Anna,2,-5.7808060872713565,0.003131833427782846,-5.7661366543151,-4.672417286884608,0.00948780598062161,-4.657747875318686,-6.7366158087876595,0.001204192082618566,-6.721946324718354,-0.16205817943040288,0.8629584125957208,-0.14738877828844424,-2.108471516620936,0.12321775591325623,-2.0938021147832866,schlecht
Gitarre,enge Freundin,Katharina,Miriam,3,-7.088540884207108,0.0008687396412991228,-7.048466969731543,-1.6054802591109463,0.20900304458216248,-1.5654064592661994,-4.413961162239702,0.0126021560715552,-4.373887354938267,-2.4153321561671355,0.09299046138880752,-2.3752583557254714,-0.41908842866661034,0.6845355983161757,-0.379014629154241,okay
Gitarre,enge Freundin,Luisa,Sophie,4,-10.086314642097106,4.259328697343218e-05,-10.063811552104648,-0.5210823996315191,0.6073915383369669,-0.4985816572594774,-0.9624902339796663,0.3906319401863427,-0.9399894915162674,-8.67160593898025,0.00017528362235712057,-8.649104626269054,-6.365712641025562,0.0017586445673597692,-6.343211841956188,gut
Gitarre,enge Freundin,Anna,Sophie,5,-10.80024989623259,2.089372869796563e-05,-10.776056720205826,-7.024145112497365,0.0009119214303033875,-6.999956612925716,-0.025137418500164495,0.9990514215981267,-0.0009490284869837972,-11.084856063155078,1.5718571081124587e-05,-11.060661311360787,-16.948111997110402,4.467179105208632e-08,-16.921687559863045,großartig
Gitarre,entfernte Kollegin,Sophie,Anna,1,-3.969400766001391,0.0190156139330806,-3.962494846086446,-7.808517365929838,0.00040907524273518987,-7.801611206819953,-7.632140201916445,0.00048798090242088157,-7.6252340823343046,-0.02805118767804245,0.9790767208036828,-0.021145272919796662,-6.904107957360502,0.0010106091180806685,-6.8972019437541725,schlecht
Gitarre,entfernte Kollegin,Sophie,Anna,2,-5.7304176008778,0.0032897073473943583,-5.716956639923263,-4.697962703317003,0.009237335758225237,-4.684501761934675,-6.652301597190375,0.0013085434028278944,-6.638840590212832,-0.17138897583286022,0.8539112227041896,-0.15792804515905598,-2.036498012154894,0.13225319078736275,-2.023037080842072,schlecht
Gitarre,entfernte Kollegin,Miriam,Katharina,3,-7.669870920119417,0.0004851059416279592,-7.631143048393711,-1.203568229830309,0.3119723976224421,-1.1648405639245798,-4.250126232662701,0.014825619209015036,-4.211398560332433,-3.3661572627995,0.03588522610799891,-3.3274295944276497,-0.48997760788206673,0.636831651118916,-0.45124994213985137,okay
Gitarre,entfernte Kollegin,Luisa,Sophie,4,-10.414397400791229,3.064817400499652e-05,-10.392934210218378,-0.5493141449636321,0.5898693441363212,-0.5278542170530559,-0.916008971088155,0.40879190450973324,-0.8945490431024847,-8.963128261103758,0.00013082260230628308,-8.941667568969098,-6.76600802313746,0.0011772805776342824,-6.744548010454898,gut
Gitarre,entfernte Kollegin,Anna,Luisa,5,-10.730240016799984,2.2295810505298953e-05,-10.711107281727966,-6.839496157813405,0.0010913193434272032,-6.820367816246682,-0.02025923072521367,0.9988696585270399,-0.001130980690579977,-11.019528843272237,1.6695011540104537e-05,-11.000394603542485,-17.29853679959807,3.130748753419529e-08,-17.2762195159554,großartig
Gitarre,lockere Chefin,Katharina,Luisa,1,-3.7380902157539464,0.023878700998331594,-3.7347683848042674,-7.164330921460877,0.0007762708270805216,-7.161008965878018,-7.258294935797343,0.0007066513815830955,-7.2549729675230115,-0.029724075722970558,0.9739432431463673,-0.026402248858448628,-7.2747282603280645,0.0006951336466374167,-7.271406289708999,schlecht
Gitarre,lockere Chefin,Luisa,Anna,2,-5.553621807022022,0.003908679448798439,-5.544555673326914,-4.645097671001481,0.009696099740983706,-4.636031552577036,-6.892709289431846,0.001024405144875559,-6.883643083703203,-0.11975120549170712,0.8952206118625522,-0.11068509726898276,-2.4153441767387855,0.09015020380279021,-2.406278067518506,schlecht
Gitarre,lockere Chefin,Sophie,Miriam,3,-6.700565818741475,0.0012685192697729486,-6.66990490921657,-1.4888154557559838,0.23266523340363457,-1.4581546246333443,-4.67180960722749,0.009646609461256514,-4.641148766168317,-2.5863333105988717,0.07764000316579382,-2.5556724786180385,-0.4181195786807886,0.6787796346995421,-0.38745874784062806,okay
Gitarre,lockere Chefin,Sophie,Katharina,4,-9.420244467751694,8.279950766483201e-05,-9.399087234931725,-0.42467534703735094,0.6679651202834382,-0.40351932180359457,-1.138564227471784,0.3271265426414231,-1.117408202082044,-7.791602070754878,0.0004220249824040865,-7.770445808718061,-5.446508766837155,0.004403512585069733,-5.425352719043964,gut
Gitarre,lockere Chefin,Miriam,Katharina,5,-10.149014975943158,3.984029223207634e-05,-10.130629280113702,-5.748679767772199,0.0032461143518697547,-5.730296551155279,-0.021716957863523578,0.9966717787952507,-0.0033337719523310718,-10.093775810411229,4.210295521535743e-05,-10.075390249473001,-15.644191394969464,1.6360543220227818e-07,-15.62519716923304,großartig
Gitarre,gefürchtete Chefin,Miriam,Sophie,1,-4.042068627007248,0.01763486014775806,-4.03787764003445,-7.324427917863604,0.0006620053393599407,-7.32023678550522,-8.077845936449343,0.0003116421588482297,-8.073654634266335,-0.024645841623200413,0.9797529212087392,-0.020454860218921806,-6.418121651078936,0.0016385711452943182,-6.413930608747945,schlecht
Gitarre,gefürchtete Chefin,Miriam,Luisa,2,-5.206805560306654,0.005520319112781902,-5.199319591962612,-4.0881746831083,0.01689582493433999,-4.080688726960531,-6.557648477006761,0.0014298831851152609,-6.550162456841834,-0.09478685859764213,0.9164013013203577,-0.08730090825937277,-2.8250273289823236,0.05975267144740506,-2.8175413770796114,schlecht
Gitarre,gefürchtete Chefin,Luisa,Katharina,3,-6.418253878619149,0.001682665808985972,-6.3873758926971105,-1.5679224169453325,0.215015644055487,-1.5370444899877171,-4.473559320724865,0.011764351326024958,-4.442681385732076,-1.7492398818284063,0.17935970662510806,-1.7183619547783346,-0.5548265612324419,0.592177632184394,-0.5239486345710409,okay
Gitarre,gefürchtete Chefin,Miriam,Katharina,4,-8.76811409274482,0.000157780903205281,-8.754302542063767,-0.2234214326022695,0.8109000172886712,-0.20961051558795663,-1.7523318759228823,0.1757801945558284,-1.7385209584629968,-6.474580342523753,0.001563592179537678,-6.460769361677466,-4.470697738754613,0.011598415072757379,-4.456886813241753,gut
Gitarre,gefürchtete Chefin,Sophie,Luisa,5,-10.025983315031615,4.491364242445981e-05,-10.010766742685218,-6.375908028361343,0.0017281674964056337,-6.3606936246427015,-0.017030002794642812,0.9981859903671695,-0.0018156568405791875,-10.120375958052625,4.086806477731705e-05,-10.105159165303393,-16.63700736689284,6.042922320961139e-08,-16.62013956027217,großartig
