situation,relationship,personA,personB,state,logit_gut,prob_gut,logprob_gut,logit_schlecht,prob_schlecht,logprob_schlecht,logit_okay,prob_okay,logprob_okay,logit_großartig,prob_großartig,logprob_großartig,logit_schrecklich,prob_schrecklich,logprob_schrecklich,pred_top1
Theater,gefürchtete Chefin,Katharina,Anna,3,-10.050204289089969,4.320391992830272e-05,-10.049577013147559,-12.455730082363125,3.897773282760468e-06,-12.455079465678098,-0.0006742597930940465,0.9999507027623544,-4.929835278939091e-05,-13.821723026581347,9.944280738086933e-07,-13.820997509982247,-13.632884094530406,1.2011163605297728e-06,-13.632175880775334,okay
Theater,gefürchtete Chefin,Luisa,Katharina,4,-5.033307339946103,0.00653002800410545,-5.031344031858427,-13.441692296392342,1.4561290139712622e-06,-13.439660330743099,-7.375218655864072,0.000627821063335993,-7.373255203809225,-0.00914886746855496,0.9928401798231737,-0.007185574594027583,-14.481100344966896,5.149803706802338e-07,-14.478942888885435,großartig
Theater,gefürchtete Chefin,Anna,Katharina,5,-16.881467734077628,4.661151208242356e-08,-16.87927519124957,-20.920939409997064,8.206782676958738e-10,-20.805910470023385,-21.922157202461417,3.015432217505024e-10,-21.63570593764947,-4.950850476199147e-05,0.9999999396439577,-6.025604408228835e-08,-18.187849515264727,1.262230856961971e-08,-18.17990880417969,großartig
Gitarre,enge Freundin,Anna,Luisa,1,-23.059654788430038,9.69582990271391e-11,-22.348029089663232,-8.153326523148205,0.00028861646224466247,-8.150411525036002,-14.234014110024274,6.599515205125967e-07,-14.230947943589848,-18.68947768032099,7.665293543949663e-09,-18.673601577589636,-0.003203977658436497,0.999710715823983,-0.0002893259267267025,schrecklich
Gitarre,enge Freundin,Sophie,Miriam,2,-19.1598116745336,4.787714960005258e-09,-19.136540931015336,-5.091461556190191,0.006165028837001666,-5.088862448621506,-0.08083218234609918,0.9247488507876587,-0.07823309088980107,-16.281922098265465,8.510985467822373e-08,-16.278148744562483,-2.675001823847358,0.06908603047777027,-2.6724027310517267,okay
Gitarre,enge Freundin,Luisa,Sophie,3,-13.100821690601734,2.0444375719413364e-06,-13.100338920229946,-17.028568788992082,4.025084133239953e-08,-17.02565359158291,-0.00043602470817861555,0.9999978336542644,-2.1662480818823546e-06,-16.382636332136613,7.678915069404609e-08,-16.38090105369039,-19.140981290529734,4.868171500964414e-09,-19.12021397178297,okay
Gitarre,enge Freundin,Katharina,Sophie,4,-0.8335773633716653,0.4609553090588165,-0.7744541839411531,-10.239002495034601,3.792578569689911e-05,-10.179876679096006,-3.2947666333911965,0.039334886598275214,-3.2356434516353527,-0.7529346745753065,0.4996679529032172,-0.6938114951616021,-12.507100777127002,3.925653994083725e-06,-12.447952124775325,großartig
Gitarre,enge Freundin,Anna,Miriam,5,-17.11876043056846,3.6764453540300314e-08,-17.116018068880624,-21.700146296532974,3.7649352716616496e-10,-21.46456697704793,-24.946101510280375,1.4657404600019166e-11,-22.889072524322685,-2.607465364030234e-05,0.9999999609212094,-3.8978791399305245e-08,-20.069308544154218,1.923186274186524e-09,-20.01859220480571,großartig
Gitarre,entfernte Kollegin,Katharina,Luisa,1,-21.38336523182875,5.178492783004567e-10,-21.20477657446116,-7.9762780911367095,0.00034421305587005414,-7.974249453330817,-11.960199910478652,6.406665897224615e-06,-11.958155954569506,-17.83405182498279,1.8015677647902205e-08,-17.826488105189615,-0.0023790470314526972,0.9996493617447059,-0.00035069964322586254,schrecklich
Gitarre,entfernte Kollegin,Luisa,Sophie,2,-18.501166931039368,9.244634037948754e-09,-18.4884635580739,-6.113018514617224,0.002218166907947473,-6.1110740962486325,-0.010465255624329648,0.9915153174887796,-0.008520882237151861,-16.7373559106914,5.3939028108652575e-08,-16.73355930868208,-5.074489260045112,0.006266452419610592,-5.072544870800798,okay
Gitarre,entfernte Kollegin,Katharina,Miriam,3,-8.493238179017517,0.0002049156263619138,-8.492911754264396,-15.027275573931306,2.9776845854935647e-07,-15.026613862156866,-0.0005318801893915768,0.9997940777630125,-0.0002059433418617825,-14.2108056609821,6.737008116373348e-07,-14.21033130140755,-17.16421312263361,3.5141355316245793e-08,-17.161045577019635,okay
Gitarre,entfernte Kollegin,Sophie,Anna,4,-1.1097375594129193,0.33469364822796915,-1.0945396481544591,-11.384469674495369,1.1544842430552734e-05,-11.369263101696646,-3.8866750441541305,0.020827581579826875,-3.8714771283931255,-0.45453089055796475,0.6444661498184352,-0.43933297944311805,-13.757893661336176,1.0755313382272834e-06,-13.742602777398519,großartig
Gitarre,entfernte Kollegin,Sophie,Luisa,5,-17.434501840446824,2.6810222163158065e-08,-17.43075961645728,-22.246825057946307,2.1793902030208166e-10,-21.869161511593028,-25.557893945549363,7.949797150427415e-12,-22.94935483807624,-1.9270436027058948e-05,0.9999999718559908,-2.804400961919141e-08,-20.62082034582909,1.1078982294274788e-09,-20.534383988145464,großartig
Gitarre,lockere Chefin,Anna,Miriam,1,-24.088931697993445,3.4553549411441136e-11,-22.729058859234076,-9.247885969367626,9.635559360180907e-05,-9.247464071940536,-14.924984592585728,3.2987114350087715e-07,-14.924260630246065,-19.966480992913702,2.1323095831914483e-09,-19.920229099898894,-0.0005175519113188618,0.9999033123683915,-9.669220614921908e-05,schrecklich
Gitarre,lockere Chefin,Luisa,Katharina,2,-18.903018354444363,6.182669052520276e-09,-18.885470938393674,-6.374699984227729,0.0017066935052760257,-6.37319734438198,-0.02923524287209599,0.9726483582840644,-0.027732661516361667,-17.387910353219375,2.813060318337845e-08,-17.38285922815836,-3.66491259688095,0.025644913897387288,-3.6634100117286192,okay
Gitarre,lockere Chefin,Anna,Miriam,3,-14.676414333811659,4.2282713449783775e-07,-14.676065931608756,-18.609117993803455,8.283451836903742e-09,-18.59700609355392,-0.00011237763490135135,0.9999995492604827,-4.506396187956738e-07,-17.800050618891913,1.8603079749630812e-08,-17.794577634152564,-20.69785503973534,1.0258512175577507e-09,-20.604726449567007,okay
Gitarre,lockere Chefin,Miriam,Katharina,4,-0.32430787466326033,0.7533624785338985,-0.2832087876802164,-10.763983917231814,2.2034859621826205e-05,-10.722880292128268,-1.5477461376027135,0.22165192105744538,-1.5066470503012501,-3.731559243122472,0.024960513662335614,-3.6904601522658385,-12.740849655678208,3.0518866987827467e-06,-12.699717802748564,gut
Gitarre,lockere Chefin,Sophie,Katharina,5,-16.610558048081728,6.111386347600558e-08,-16.608892145695872,-21.97517709851451,2.8596658465512833e-10,-21.675270318461926,-24.691608920884462,1.890531585624097e-11,-22.852693604600088,-3.101355979437935e-05,0.9999999361498827,-6.375011932824065e-08,-19.834836929740167,2.431382089829815e-09,-19.794500402798747,großartig
Gitarre,gefürchtete Chefin,Katharina,Miriam,1,-22.421449579629456,1.8325270107795455e-10,-21.98468168004488,-8.893268688396212,0.00013748796881891357,-8.891973416848659,-14.898103632363831,3.391548367889576e-07,-14.896514281033266,-18.990829478892262,5.6617379436553085e-09,-18.9720266814198,-0.001432386679931999,0.9998621670313536,-0.00013784236846921185,schrecklich
Gitarre,gefürchtete Chefin,Miriam,Sophie,2,-18.095293481910385,1.3970731104841715e-08,-18.079169005205504,-4.66173811708321,0.009535382109704314,-4.652745955813961,-0.10725446518675358,0.9064111078764118,-0.09826231429443501,-16.4709611264926,7.090187374852775e-08,-16.460559569428995,-2.4852948195050866,0.08405342514127893,-2.4763026675333735,okay
Gitarre,gefürchtete Chefin,Anna,Katharina,3,-12.182664293392058,5.120264961983425e-06,-12.182284839815885,-14.872093839512027,3.477667237547094e-07,-14.871446408242985,-0.0003656331137378186,0.9999942904301448,-5.70948615431574e-06,-16.000865409710368,1.124783041182237e-07,-15.99961682081664,-15.863349392040954,1.2905986525179556e-07,-15.862214934322632,okay
Gitarre,gefürchtete Chefin,Sophie,Katharina,4,-0.5676236787680288,0.5996888899290036,-0.5113442748605472,-10.139099375860438,4.179140038065117e-05,-10.08281757928579,-1.9100614229086537,0.15664361545457833,-1.8537820185295335,-1.468424395070979,0.24362015917650556,-1.4121449909197754,-12.159066569269704,5.544039531897374e-06,-12.102769128302226,gut
Gitarre,gefürchtete Chefin,Katharina,Miriam,5,-16.36890365594898,7.781891580810183e-08,-16.367597091876007,-22.419807066991684,1.8332057630598025e-10,-21.984442080928364,-23.98498966211353,3.8323136816857655e-11,-22.701428596840312,-2.2433636076860088e-05,0.9999999207788436,-7.912115953448362e-08,-20.557268102351177,1.1805968185065224e-09,-20.47593960322416,großartig
