situation,relationship,personA,personB,state,logit_schrecklich,prob_schrecklich,logprob_schrecklich,logit_okay,prob_okay,logprob_okay,logit_großartig,prob_großartig,logprob_großartig,logit_schlecht,prob_schlecht,logprob_schlecht,logit_gut,prob_gut,logprob_gut,pred_top1
Gitarre,Enge Freundin,Sophie,Miriam,2,-8.235032251333577,0.038783101340185706,-3.2497706571157208,-5.302851691575195,0.7279010939778501,-0.31759009979840036,-8.249583953723558,0.038222827547028736,-3.2643223594679074,-6.769027199418997,0.16800431627772766,-1.783765607184361,-8.593901648850586,0.027088660857207663,-3.6086400535195917,okay
Gitarre,Enge Freundin,Anna,Katharina,3,-8.710601793564646,0.021817840295379285,-3.8250272771060723,-5.714225815351598,0.4366377812394227,-0.8286513032474065,-5.637103150737096,0.47164502648845597,-0.7515286386499043,-8.465266201120395,0.027884293957821618,-3.579691685658978,-8.055301712568394,0.04201505801892035,-3.1697271983131263,großartig
Gitarre,Enge Freundin,Anna,Luisa,4,-10.521743922615304,0.0014111324415282006,-6.563362676059382,-6.990466330420338,0.04821499750681712,-3.0320851526554407,-4.033243770965329,0.9278709714259762,-0.07486259516670152,-10.49214587580776,0.0014535234565519724,-6.533764631318569,-7.819265578162037,0.02104937516912662,-3.8608843977204486,großartig
Gitarre,Enge Freundin,Luisa,Sophie,5,-11.379618757972455,0.00011479627467222724,-9.072350654087668,-9.397673754307833,0.0008330586404878295,-7.090406401491511,-2.3086914512910024,0.9985767952036371,-0.0014242184140995189,-12.438128348869485,3.983115686632492e-05,-10.130858605498448,-10.046240000340548,0.00043551872433651815,-7.738972537952561,großartig
Gitarre,Entfernte Kollegin,Miriam,Luisa,1,-8.449623453077104,0.11931457488454257,-2.1259917864726017,-7.651117349361187,0.26514307750224897,-1.3274856832176507,-11.208244050361774,0.007562054362793347,-4.884612371371473,-6.836574824339386,0.5987308233528992,-0.5129431584059843,-11.006820703243024,0.009249469897515973,-4.683189026665212,schlecht
Gitarre,Entfernte Kollegin,Katharina,Miriam,2,-8.95643422336985,0.030309401081644562,-3.4962973445693297,-5.810303091518679,0.7045709690048243,-0.3501662158755347,-9.34161699760652,0.020620282048227877,-3.8814801172557116,-7.057760602974654,0.2023768496169702,-1.5976237269793125,-8.627310156338016,0.04212249824833301,-3.1671732784627737,okay
Gitarre,Entfernte Kollegin,Katharina,Miriam,3,-10.319531379696347,0.007797451841744158,-4.853958272791574,-5.943285128179959,0.6202007679419769,-0.47771203393864997,-6.919370334808641,0.23368125724246133,-1.4537972403006372,-8.934918137551659,0.031137417639000485,-3.469345040260018,-7.6987897363342555,0.10718310533481723,-2.2332166413212025,okay
Gitarre,Entfernte Kollegin,Miriam,Katharina,4,-10.495678084108082,0.0009317722809423,-6.97842199956358,-7.467048573333974,0.01925869568956311,-3.9497925909193667,-3.548518324025479,0.9692212676180922,-0.03126234670015565,-10.519811684750051,0.0009095544374580093,-7.002555597583968,-8.155082630951162,0.009678709973944379,-4.637826643397059,großartig
Gitarre,Entfernte Kollegin,Sophie,Anna,5,-10.745693160980807,0.00026704246929770334,-8.228102476700602,-7.943819575259062,0.004399654493036259,-5.426229242722001,-2.52542510929205,0.9921958125588559,-0.00783479938325942,-11.504522084945606,0.00012503313508150488,-8.98693097534993,-8.322589449831815,0.0030124573437284295,-5.804999106828322,großartig
Gitarre,Lockere Chefin,Sophie,Luisa,1,-7.973914539988791,0.11550788393606116,-2.1584164912974226,-7.0849371298970745,0.2809891894570764,-1.269439081715562,-11.168612469076642,0.004733386260778123,-5.3531144001244915,-6.337036408464529,0.5936066640819091,-0.5215383604704406,-11.081759487074809,0.005162876264175134,-5.266261419880134,schlecht
Gitarre,Lockere Chefin,Katharina,Sophie,2,-8.774616047649072,0.02521808354707323,-3.6801939367775574,-5.343358062718807,0.77962990254935,-0.24893595568443458,-9.627306682692383,0.01074962320429217,-4.5328845664836255,-6.880540590062322,0.1676094877321197,-1.7861184825595908,-9.181221031163632,0.016792902967164895,-4.086798918302629,okay
Gitarre,Lockere Chefin,Sophie,Katharina,3,-9.434284989725457,0.010125412608446962,-4.592706905492159,-5.222968281616766,0.6829113606519163,-0.3813902071131776,-6.336021207653071,0.22437351608820746,-1.4944431328502292,-8.706064464108984,0.020973691974282626,-3.864486384983949,-7.6284114731450865,0.061616018677146674,-2.7868333971649752,okay
Gitarre,Lockere Chefin,Katharina,Miriam,4,-13.057771886379758,0.000208689976075968,-8.47466029615705,-8.44320980800492,0.02106592027810669,-3.8600986922147906,-4.62474690936191,0.9592190661599733,-0.041635798214533754,-12.381310498676216,0.0004104734174713189,-7.798199144011985,-8.541395347250525,0.019095850168372636,-3.95828423097066,großartig
Gitarre,Lockere Chefin,Luisa,Sophie,5,-11.190986978260705,0.0001847998795705505,-8.596236509305665,-9.93236639986311,0.0006505993961726985,-7.337616318329414,-2.5961455875282993,0.9986053137810551,-0.0013956595988679767,-12.490989750522562,5.036370291026562e-05,-9.896237837138298,-10.177963285544262,0.0005089232402911329,-7.583213161221702,großartig
Gitarre,Gefürchtete Chefin,Sophie,Katharina,1,-7.98134253093424,0.20361937260060603,-1.5915028480434874,-7.75374829323703,0.2556595478413694,-1.3639086104462441,-10.629309356557636,0.014415234587781187,-4.23946966722089,-7.041562645372999,0.5211470856453382,-0.6517229627814743,-11.656898851708709,0.00515875932490516,-5.267059149924563,schlecht
Gitarre,Gefürchtete Chefin,Luisa,Miriam,2,-8.532679783479185,0.02535097553256543,-3.674938063193798,-5.10835533289505,0.7783230446075282,-0.2506136164258023,-8.137486706367554,0.03763785361152504,-3.279744987369888,-6.968312615575369,0.12116877152467954,-2.1105708984093083,-8.14064006952835,0.03751935472370181,-3.2828983505222933,okay
Gitarre,Gefürchtete Chefin,Anna,Sophie,3,-10.066225574049506,0.004944156086940596,-5.309548968116072,-4.994096874037554,0.7886597538616182,-0.23742028820322114,-6.925870826889258,0.1142696536072226,-2.1691942403065996,-8.726689592460742,0.018873187654661,-3.970013001454684,-7.370509265700152,0.07325324878955736,-2.6138326786274892,okay
Gitarre,Gefürchtete Chefin,Luisa,Anna,4,-10.280655375884116,0.002134864746238033,-6.149351938175098,-6.135080092531721,0.13482512620903642,-2.003776700922375,-4.333183785056963,0.817192663088226,-0.2018803940669484,-10.229973438424167,0.002245852611331865,-6.098670003030004,-7.263967269045393,0.04360149334516757,-3.1326638758842487,großartig
Gitarre,Gefürchtete Chefin,Katharina,Miriam,5,-11.808904882112259,0.00010001039590325244,-9.210235418451472,-9.794163997172944,0.0007499563647890598,-7.195495400066627,-2.600899136718658,0.9977718131485858,-0.002230672853199733,-12.167381668938352,6.98812485938226e-05,-9.568711774175096,-9.237665469646089,0.0013083388421282498,-6.638996929448058,großartig
