situation,relationship,personA,personB,response_text,state
Kuchen,Gefürchtete Chefin,Miriam,Anna,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",2
Kuchen,Gefürchtete Chefin,Luisa,Sophie,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",2
Kuchen,Gefürchtete Chefin,Miriam,Luisa,"schrecklich

Luisa fand den Kuchen mit 2 von 5 Herzen, was deutlich schlecht bewertet",2
Kuchen,Gefürchtete Chefin,Luisa,Sophie,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",2
Kuchen,Gefürchtete Chefin,Miriam,Katharina,"schrecklich

Katharina fand den Kuchen mit 2 von 5 Herzen, was deutlich schlecht bewert",2
Kuchen,Gefürchtete Chefin,Miriam,Luisa,"schrecklich

Luisa fand den Kuchen mit 2 von 5 Herzen, was deutlich schlecht bewertet",2
Kuchen,Gefürchtete Chefin,Anna,Sophie,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",2
Kuchen,Gefürchtete Chefin,Katharina,Miriam,"Okay. Miriam's reaction of giving 3 out of 5 hearts indicates a moderate level of satisfaction. While the feedback isn't negative,",3
Kuchen,Gefürchtete Chefin,Luisa,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Kuchen,Gefürchtete Chefin,Anna,Sophie,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Kuchen,Gefürchtete Chefin,Miriam,Sophie,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Kuchen,Gefürchtete Chefin,Luisa,Miriam,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Kuchen,Gefürchtete Chefin,Anna,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Kuchen,Gefürchtete Chefin,Miriam,Sophie,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Kuchen,Gefürchtete Chefin,Miriam,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Kuchen,Gefürchtete Chefin,Katharina,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,3
Kuchen,Gefürchtete Chefin,Sophie,Anna,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",3
Kuchen,Gefürchtete Chefin,Miriam,Anna,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",4
Kuchen,Gefürchtete Chefin,Luisa,Anna,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",4
Kuchen,Gefürchtete Chefin,Anna,Sophie,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",4
Kuchen,Gefürchtete Chefin,Luisa,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",4
Kuchen,Gefürchtete Chefin,Katharina,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,4
Kuchen,Gefürchtete Chefin,Katharina,Miriam,Okay. Miriam's reaction of giving 4 out of 5 hearts indicates a positive but not perfect evaluation. Since the question is about how,4
Kuchen,Gefürchtete Chefin,Anna,Miriam,"Okay. Miriam sagt: ""Es war okay."" Die Bewertung von 4 von 5 Herzen deutet auf eine neutrale bis",4
Kuchen,Gefürchtete Chefin,Sophie,Anna,"Okay. Sophie fragt nach der Meinung, Anna gibt eine Bewertung von 4 von 5 Herzen. Das ist eine positive Bewert",4
Kuchen,Gefürchtete Chefin,Katharina,Miriam,Okay. Miriam's reaction of giving 4 out of 5 hearts indicates a positive but not perfect evaluation. Since the question is about how,4
Kuchen,Gefürchtete Chefin,Luisa,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",4
Kuchen,Gefürchtete Chefin,Luisa,Miriam,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",5
Kuchen,Gefürchtete Chefin,Sophie,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",5
Kuchen,Gefürchtete Chefin,Anna,Luisa,"Okay. Die Bewertung von Luisa ist positiv, aber nicht maximal. Sie gibt 5 von 5 Herzen, was bedeutet",5
Kuchen,Gefürchtete Chefin,Sophie,Anna,"Okay. Sophie fragt nach der Meinung, Anna gibt eine Bewertung von 5 von 5 Herzen, was sehr positiv ist",5
Kuchen,Gefürchtete Chefin,Anna,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",5
Kuchen,Gefürchtete Chefin,Sophie,Anna,"Okay. Sophie fragt nach der Meinung, Anna gibt eine Bewertung von 5 von 5 Herzen, was sehr positiv ist",5
Kuchen,Gefürchtete Chefin,Anna,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",5
Kuchen,Gefürchtete Chefin,Katharina,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,5
Kuchen,Gefürchtete Chefin,Luisa,Miriam,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",5
Kuchen,Gefürchtete Chefin,Katharina,Sophie,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,5
Lied,Enge Freundin,Miriam,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",1
Lied,Enge Freundin,Miriam,Anna,"Okay. Keine Erklärung. Nur das Adjektiv.
Okay. Keine Erklärung. Nur das Adjektiv.
Okay",1
Lied,Enge Freundin,Katharina,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,1
Lied,Enge Freundin,Anna,Katharina,"Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",1
Lied,Enge Freundin,Katharina,Sophie,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",1
Lied,Enge Freundin,Miriam,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",1
Lied,Enge Freundin,Miriam,Sophie,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,1
Lied,Enge Freundin,Miriam,Sophie,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,1
Lied,Enge Freundin,Miriam,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",1
Lied,Enge Freundin,Miriam,Sophie,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,1
Lied,Enge Freundin,Anna,Sophie,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",2
Lied,Enge Freundin,Sophie,Miriam,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",2
Lied,Enge Freundin,Luisa,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",2
Lied,Enge Freundin,Sophie,Luisa,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,2
Lied,Enge Freundin,Katharina,Sophie,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",2
Lied,Enge Freundin,Miriam,Sophie,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",2
Lied,Enge Freundin,Luisa,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",2
Lied,Enge Freundin,Katharina,Miriam,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",2
Lied,Enge Freundin,Anna,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",2
Lied,Enge Freundin,Sophie,Miriam,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",2
Lied,Enge Freundin,Luisa,Sophie,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,3
Lied,Enge Freundin,Katharina,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,3
Lied,Enge Freundin,Anna,Miriam,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Lied,Enge Freundin,Sophie,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Lied,Enge Freundin,Miriam,Sophie,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",3
Lied,Enge Freundin,Katharina,Luisa,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,3
Lied,Enge Freundin,Sophie,Luisa,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,3
Lied,Enge Freundin,Anna,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Lied,Enge Freundin,Miriam,Anna,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",3
Lied,Enge Freundin,Miriam,Anna,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",3
Lied,Enge Freundin,Luisa,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",4
Lied,Enge Freundin,Anna,Sophie,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",4
Lied,Enge Freundin,Anna,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",4
Lied,Enge Freundin,Anna,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",4
Lied,Enge Freundin,Miriam,Anna,"Okay. Keine Erklärung. Nur das Adjektiv.
Okay. Keine Erklärung. Nur das Adjektiv.
Okay",4
Lied,Enge Freundin,Miriam,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",4
Lied,Enge Freundin,Katharina,Sophie,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,4
Lied,Enge Freundin,Miriam,Luisa,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,4
Lied,Enge Freundin,Miriam,Anna,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",4
Lied,Enge Freundin,Katharina,Luisa,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,4
Lied,Enge Freundin,Miriam,Katharina,"großartig

Keine Erklärung. Nur das Adjektiv.
großartig

Keine Erklärung. Nur",5
Lied,Enge Freundin,Miriam,Luisa,"Okay. Keine Erklärung. Nur das Adjektiv.
Okay. Keine Erklärung. Nur das Adjektiv.
Okay",5
Lied,Enge Freundin,Sophie,Luisa,"Okay. Die Bewertung von Luisa ist 5 von 5 Herzen, was bedeutet, dass sie das Lied sehr mochte",5
Lied,Enge Freundin,Sophie,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",5
Lied,Enge Freundin,Anna,Sophie,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",5
Lied,Enge Freundin,Sophie,Luisa,"Okay. Die Bewertung von Luisa ist 5 von 5 Herzen, was bedeutet, dass sie das Lied sehr mochte",5
Lied,Enge Freundin,Sophie,Luisa,"Okay. Die Bewertung von Luisa ist 5 von 5 Herzen, was bedeutet, dass sie das Lied sehr mochte",5
Lied,Enge Freundin,Sophie,Luisa,"Okay. Die Bewertung von Luisa ist 5 von 5 Herzen, was bedeutet, dass sie das Lied sehr mochte",5
Lied,Enge Freundin,Katharina,Sophie,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,5
Lied,Enge Freundin,Katharina,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,5
Lied,Entfernte Kollegin,Luisa,Anna,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",1
Lied,Entfernte Kollegin,Sophie,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",1
Lied,Entfernte Kollegin,Miriam,Sophie,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",1
Lied,Entfernte Kollegin,Sophie,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",1
Lied,Entfernte Kollegin,Miriam,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",1
Lied,Entfernte Kollegin,Miriam,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,1
Lied,Entfernte Kollegin,Katharina,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,1
Lied,Entfernte Kollegin,Luisa,Anna,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",1
Lied,Entfernte Kollegin,Miriam,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,1
Lied,Entfernte Kollegin,Luisa,Anna,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",1
Lied,Entfernte Kollegin,Miriam,Anna,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",2
Lied,Entfernte Kollegin,Sophie,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",2
Lied,Entfernte Kollegin,Katharina,Luisa,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,2
Lied,Entfernte Kollegin,Miriam,Anna,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",2
Lied,Entfernte Kollegin,Anna,Sophie,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",2
Lied,Entfernte Kollegin,Luisa,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",2
Lied,Entfernte Kollegin,Katharina,Miriam,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,2
Lied,Entfernte Kollegin,Anna,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",2
Lied,Entfernte Kollegin,Sophie,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",2
Lied,Entfernte Kollegin,Miriam,Sophie,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",2
Lied,Entfernte Kollegin,Anna,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Lied,Entfernte Kollegin,Miriam,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Lied,Entfernte Kollegin,Katharina,Luisa,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,3
Lied,Entfernte Kollegin,Anna,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Lied,Entfernte Kollegin,Anna,Miriam,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Lied,Entfernte Kollegin,Luisa,Miriam,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",3
Lied,Entfernte Kollegin,Sophie,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Lied,Entfernte Kollegin,Miriam,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,3
Lied,Entfernte Kollegin,Miriam,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Lied,Entfernte Kollegin,Anna,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Lied,Entfernte Kollegin,Katharina,Miriam,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,4
Lied,Entfernte Kollegin,Sophie,Anna,Okay. Sophie ist Annas Entfernte Kollegin. Sophie hat ein Lied geschrieben und hat es Anna vorgetragen. An,4
Lied,Entfernte Kollegin,Miriam,Sophie,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",4
Lied,Entfernte Kollegin,Luisa,Sophie,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",4
Lied,Entfernte Kollegin,Katharina,Luisa,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,4
Lied,Entfernte Kollegin,Miriam,Sophie,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",4
Lied,Entfernte Kollegin,Katharina,Miriam,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,4
Lied,Entfernte Kollegin,Miriam,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",4
Lied,Entfernte Kollegin,Miriam,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",4
Lied,Entfernte Kollegin,Sophie,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",4
Lied,Entfernte Kollegin,Katharina,Luisa,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,5
Lied,Entfernte Kollegin,Luisa,Katharina,"Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",5
Lied,Entfernte Kollegin,Miriam,Luisa,"Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",5
Lied,Entfernte Kollegin,Katharina,Sophie,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,5
Lied,Entfernte Kollegin,Katharina,Miriam,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,5
Lied,Entfernte Kollegin,Anna,Miriam,"Okay. Keine Erklärung. Nur das Adjektiv.
Okay. Keine Erklärung. Nur das Adjektiv.
Okay",5
Lied,Entfernte Kollegin,Katharina,Luisa,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,5
Lied,Entfernte Kollegin,Miriam,Katharina,"großartig
Okay, let me try to figure this out. So the scenario is about Miriam and Katharina. Miriam",5
Lied,Entfernte Kollegin,Katharina,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,5
Lied,Entfernte Kollegin,Anna,Katharina,"Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",5
Lied,Lockere Chefin,Sophie,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",1
Lied,Lockere Chefin,Katharina,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,1
Lied,Lockere Chefin,Sophie,Miriam,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",1
Lied,Lockere Chefin,Luisa,Sophie,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",1
Lied,Lockere Chefin,Luisa,Miriam,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",1
Lied,Lockere Chefin,Anna,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",1
Lied,Lockere Chefin,Luisa,Miriam,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",1
Lied,Lockere Chefin,Anna,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",1
Lied,Lockere Chefin,Katharina,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,1
Lied,Lockere Chefin,Miriam,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",1
Lied,Lockere Chefin,Sophie,Anna,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",2
Lied,Lockere Chefin,Sophie,Miriam,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",2
Lied,Lockere Chefin,Sophie,Luisa,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",2
Lied,Lockere Chefin,Miriam,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",2
Lied,Lockere Chefin,Sophie,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",2
Lied,Lockere Chefin,Luisa,Miriam,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",2
Lied,Lockere Chefin,Sophie,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",2
Lied,Lockere Chefin,Sophie,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",2
Lied,Lockere Chefin,Sophie,Anna,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",2
Lied,Lockere Chefin,Anna,Miriam,"Okay. Miriam's reaction is on a scale of 1 to 5 hearts, and she gave it 2 out of 5.",2
Lied,Lockere Chefin,Katharina,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,3
Lied,Lockere Chefin,Miriam,Anna,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",3
Lied,Lockere Chefin,Luisa,Miriam,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",3
Lied,Lockere Chefin,Anna,Katharina,"Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Lied,Lockere Chefin,Katharina,Miriam,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",3
Lied,Lockere Chefin,Sophie,Luisa,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,3
